productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
Stainless steel in ingots,7218 HS92,$1.27M,$3.27B,0.0287,Metals,1.27,3270,3.27,7218,2004,1.1517941
Flat-rolled products of stainless steel of a width > 600 mm,7219 HS92,$12.8M,$22.0B,0.0464,Metals,12.8,22000,22,7219,2004,0.9476223
Flat-rolled products of stainless steel of a width < 600 mm,7220 HS92,$17.0M,$3.47B,0.382,Metals,17,3470,3.47,7220,2004,1.6044284
"Bars of stainless steel, hot-rolled",7221 HS92,$2.43M,$1.45B,0.137,Metals,2.43,1450,1.45,7221,2004,0.9821890999999999
Other bars and rods of stainless steel,7222 HS92,$86.4M,$3.44B,1.9,Metals,86.4,3440,3.44,7222,2004,1.4924555
Wire of stainless steel,7223 HS92,$57.5M,$1.22B,3.61,Metals,57.5,1220,1.22,7223,2004,1.4461931000000001
Other alloy steel in primary form,7224 HS92,$395k,$1.75B,0.0163,Metals,0.395,1750,1.75,7224,2004,1.1932056
"Flat-rolled products of other alloy steel, width > 600 mm",7225 HS92,$5.74M,$10.3B,0.0415,Metals,5.74,10300,10.3,7225,2004,1.6694491999999999
"Flat-rolled products of other alloy steel, width < 600 mm",7226 HS92,$14.0M,$2.33B,0.445,Metals,14,2330,2.33,7226,2004,1.6052765
Bars of other alloy steel,7227 HS92,$41.3M,$1.50B,2.07,Metals,41.3,1500,1.5,7227,2004,0.8198221
Other bars and rods of other alloy steel,7228 HS92,$35.7M,$5.77B,0.457,Metals,35.7,5770,5.77,7228,2004,0.5689964
Wire of other alloy steel,7229 HS92,$1.93M,$1.11B,0.131,Metals,1.93,1110,1.11,7229,2004,1.2540388
Sheet piling of iron or steel,7301 HS92,$382k,$940M,0.0438,Metals,0.382,940,0.94,7301,2004,0.15000002
Railway construction material of iron or steel,7302 HS92,$30.3M,$2.02B,1.12,Metals,30.3,2020,2.02,7302,2004,0.6920123
Tubes of cast iron,7303 HS92,$13.1M,$891M,1.1,Metals,13.1,891,0.891,7303,2004,-0.16858537
"Tubes, seamless, of iron or steel",7304 HS92,$20.4M,$13.1B,0.113,Metals,20.4,13100,13.1,7304,2004,0.91675484
"Other tubes and pipes, diameter > 406.4 mm, of iron or steel",7305 HS92,$980k,$5.25B,0.0136,Metals,0.98,5250,5.25,7305,2004,0.5373260999999999
"Other tubes, pipes and hollow profiles of iron or steel",7306 HS92,$379M,$13.7B,2.05,Metals,379,13700,13.7,7306,2004,-0.17450838
Tube or pipe fittings of iron or steel,7307 HS92,$113M,$8.20B,1.03,Metals,113,8200,8.2,7307,2004,1.2280552
"Structures and their parts, of iron or steel",7308 HS92,$190M,$16.7B,0.833,Metals,190,16700,16.7,7308,2004,0.49886248
"Tanks etc. > 300 liters, iron or steel",7309 HS92,$22.7M,$1.69B,0.979,Metals,22.7,1690,1.69,7309,2004,0.20549326
"Tanks etc. < 300 liters, iron or steel",7310 HS92,$42.3M,$3.56B,0.878,Metals,42.3,3560,3.56,7310,2004,-0.13814422
Containers for compressed or liquified gas,7311 HS92,$2.91M,$1.42B,0.151,Metals,2.91,1420,1.42,7311,2004,-0.44536152
"Wire of iron or steel, not insulated",7312 HS92,$28.8M,$3.41B,0.629,Metals,28.8,3410,3.41,7312,2004,0.42985943
Cloth of iron or steel wire,7314 HS92,$44.7M,$2.96B,1.11,Metals,44.7,2960,2.96,7314,2004,0.2841258
Chain of iron or steel,7315 HS92,$14.4M,$2.40B,0.452,Metals,14.4,2400,2.4,7315,2004,0.9761734000000001
Nails and similar articles of iron or steel,7317 HS92,$55.3M,$1.84B,2.35,Metals,55.3,1840,1.84,7317,2004,-0.44202802
Screws and similar articles of iron or steel,7318 HS92,$564M,$15.8B,2.98,Metals,564,15800,15.8,7318,2004,1.6798463
Springs of iron or steel,7320 HS92,$60.5M,$3.80B,1.17,Metals,60.5,3800,3.8,7320,2004,1.0077498
Stoves and similar non-electric appliances of iron or steel,7321 HS92,$14.9M,$5.73B,0.194,Metals,14.9,5730,5.73,7321,2004,-0.16367926
Radiators for central heating of iron or steel,7322 HS92,$74.1M,$2.86B,1.89,Metals,74.1,2860,2.86,7322,2004,0.8353649999999999
Household articles of iron or steel,7323 HS92,$65.9M,$5.59B,0.907,Metals,65.9,5590,5.59,7323,2004,-1.0544224
Sanitary ware and parts of iron or steel,7324 HS92,$64.5M,$1.63B,3.06,Metals,64.5,1630,1.63,7324,2004,0.4133406
Other cast articles of iron or steel,7325 HS92,$20.7M,$4.31B,0.354,Metals,20.7,4310,4.31,7325,2004,0.10844245599999999
Other articles of iron or steel,7326 HS92,$284M,$20.2B,1.06,Metals,284,20200,20.2,7326,2004,0.86082006
Unrefined copper,7402 HS92,$22.4M,$2.53B,0.655,Metals,22.4,2530,2.53,7402,2004,-0.5813652
Refined copper and copper alloys,7403 HS92,$20.1M,$20.4B,0.0715,Metals,20.1,20400,20.4,7403,2004,-1.447208
Copper waste and scrap,7404 HS92,$120M,$6.15B,1.49,Metals,120,6150,6.15,7404,2004,-0.91177315
"Copper bars, rods and profiles",7407 HS92,$75.7M,$3.00B,1.97,Metals,75.7,3000,3,7407,2004,0.47336686
Copper wire,7408 HS92,$24.1M,$8.91B,0.205,Metals,24.1,8910,8.91,7408,2004,-0.08419829
"Copper plates, sheets and strip > 0.15 mm",7409 HS92,$25.8M,$4.98B,0.414,Metals,25.8,4980,4.98,7409,2004,0.16344005
Copper foil < 0.15 mm thick,7410 HS92,$2.25M,$3.94B,0.0532,Metals,2.25,3940,3.94,7410,2004,0.46881053
Copper tubes and pipes,7411 HS92,$18.4M,$3.69B,0.365,Metals,18.4,3690,3.69,7411,2004,0.9035254999999999
Copper tube or pipe fittings,7412 HS92,$35.6M,$1.95B,1.34,Metals,35.6,1950,1.95,7412,2004,1.1250236999999998
"Copper wire, uninsulated",7413 HS92,$1.83M,$825M,0.163,Metals,1.83,825,0.825,7413,2004,-0.1154188
Other articles of copper,7419 HS92,$51.1M,$2.14B,1.91,Metals,51.1,2140,2.14,7419,2004,0.8495239
Nickel mattes,7501 HS92,$1.58M,$4.26B,0.0277,Metals,1.58,4260,4.26,7501,2004,-0.24368356
Nickel unwrought,7502 HS92,$3.10M,$10.5B,0.0214,Metals,3.1,10500,10.5,7502,2004,0.21515660000000003
"Nickel bars, wire etc.",7505 HS92,$6.89M,$1.29B,0.39,Metals,6.89,1290,1.29,7505,2004,1.9170104
Nickel plates,7506 HS92,$4.07M,$1.18B,0.253,Metals,4.07,1180,1.18,7506,2004,1.1915388999999998
Nickel tubes and pipes,7507 HS92,$11.9M,$401M,2.14,Metals,11.9,401,0.401,7507,2004,1.6223961999999998
Other articles of nickel,7508 HS92,$19.2M,$493M,2.9,Metals,19.2,493,0.493,7508,2004,0.6015461999999999
Unwrought aluminum,7601 HS92,$78.5M,$32.4B,0.182,Metals,78.5,32400,32.4,7601,2004,-0.50905365
"Waste or scrap, aluminium",7602 HS92,$118M,$5.43B,1.65,Metals,118,5430,5.43,7602,2004,-0.57105154
Aluminum bars,7604 HS92,$169M,$7.84B,1.59,Metals,169,7840,7.84,7604,2004,0.013128745
Aluminum wire,7605 HS92,$11.6M,$1.95B,0.432,Metals,11.6,1950,1.95,7605,2004,0.11527786
Aluminum plates > 0.2 mm,7606 HS92,$375M,$15.9B,1.75,Metals,375,15900,15.9,7606,2004,0.36777568
Aluminum foil < 0.2 mm,7607 HS92,$249M,$7.31B,2.55,Metals,249,7310,7.31,7607,2004,0.81255126
Aluminum tubes and pipes,7608 HS92,$16.9M,$1.36B,0.914,Metals,16.9,1360,1.36,7608,2004,0.5752164000000001
"Aluminum structures (bridges, towers etc)",7610 HS92,$103M,$4.71B,1.59,Metals,103,4710,4.71,7610,2004,0.43403652
"Aluminum containers, <300 liters",7612 HS92,$67.1M,$2.61B,1.87,Metals,67.1,2610,2.61,7612,2004,0.43854940000000003
"Aluminum wire, not insulated",7614 HS92,$635k,$508M,0.0913,Metals,0.635,508,0.508,7614,2004,-0.3144303
Household articles of aluminum,7615 HS92,$35.7M,$2.08B,1.27,Metals,35.7,2080,2.08,7615,2004,-0.4313541
Other articles of aluminum,7616 HS92,$176M,$8.17B,1.62,Metals,176,8170,8.17,7616,2004,1.0103749
Lead refined unwrought,7801 HS92,$7.28M,$2.17B,0.246,Metals,7.28,2170,2.17,7801,2004,-0.44477648
Unwrought zinc,7901 HS92,$3.39M,$5.38B,0.0465,Metals,3.39,5380,5.38,7901,2004,-0.3032018
Other articles of zinc,7907 HS92,$7.43M,$668M,0.879,Metals,7.43,668,0.668,7907,2004,0.37705547
Unwrought tin,8001 HS92,$1.44M,$2.61B,0.0402,Metals,1.44,2610,2.61,8001,2004,-1.408777
Tungsten (wolfram),8101 HS92,$5.64M,$504M,0.837,Metals,5.64,504,0.504,8101,2004,0.9923824
Molybdenum,8102 HS92,$1.62M,$564M,0.216,Metals,1.62,564,0.564,8102,2004,0.81698036
Magnesium,8104 HS92,$16.4M,$1.36B,0.892,Metals,16.4,1360,1.36,8104,2004,0.33346638
Cobalt,8105 HS92,$4.94M,$2.58B,0.14,Metals,4.94,2580,2.58,8105,2004,-1.1661468
Titanium,8108 HS92,$31.0M,$2.03B,1.14,Metals,31,2030,2.03,8108,2004,1.0482398000000002
Manganese,8111 HS92,$220k,$523M,0.0309,Metals,0.22,523,0.523,8111,2004,0.584018
Other metals,8112 HS92,$3.47M,$1.22B,0.221,Metals,3.47,1220,1.22,8112,2004,0.29442704
Handtools for gardening,8201 HS92,$19.6M,$823M,1.93,Metals,19.6,823,0.823,8201,2004,-0.51823145
Handsaws,8202 HS92,$206M,$2.29B,6.66,Metals,206,2290,2.29,8202,2004,1.2133261999999998
"Pliers, pincers and other metal handtools",8203 HS92,$56.5M,$1.12B,3.97,Metals,56.5,1120,1.12,8203,2004,0.56302565
Wrenches,8204 HS92,$16.6M,$1.30B,1.29,Metals,16.6,1300,1.3,8204,2004,0.85502267
Hand tools n.e.c.,8205 HS92,$90.6M,$4.23B,1.79,Metals,90.6,4230,4.23,8205,2004,0.76191866
Interchangeable tools for hand tools,8207 HS92,$445M,$12.4B,2.66,Metals,445,12400,12.4,8207,2004,1.3510034
Knives and blades for machines,8208 HS92,$72.1M,$1.68B,3.22,Metals,72.1,1680,1.68,8208,2004,1.4795781000000001
"Articles for utensils, of cermet",8209 HS92,$51.6M,$2.96B,1.3,Metals,51.6,2960,2.96,8209,2004,2.4501827
Knife sets,8211 HS92,$116M,$1.32B,6.74,Metals,116,1320,1.32,8211,2004,0.25124973
Razors,8212 HS92,$2.68M,$2.89B,0.0674,Metals,2.68,2890,2.89,8212,2004,0.17530371
Cutlery,8215 HS92,$4.72M,$1.52B,0.233,Metals,4.72,1520,1.52,8215,2004,-0.22302702
Padlocks and locks,8301 HS92,$55.5M,$6.78B,0.625,Metals,55.5,6780,6.78,8301,2004,0.6210066
"Base metal mountings, fittings and similar articles",8302 HS92,$140M,$15.9B,0.667,Metals,140,15900,15.9,8302,2004,1.0386869
Safes,8303 HS92,$3.02M,$603M,0.368,Metals,3.02,603,0.603,8303,2004,0.6657633000000001
"Paper clips and similar office articles, of metal",8305 HS92,$3.00M,$718M,0.324,Metals,3,718,0.718,8305,2004,0.3786797
"Ornaments, statuettes, etc. of metal",8306 HS92,$5.32M,$1.41B,0.289,Metals,5.32,1410,1.41,8306,2004,-0.56930196
Flexible tubing of base metal,8307 HS92,$28.2M,$849M,2.42,Metals,28.2,849,0.849,8307,2004,0.9016441999999999
"Clasps, buckles etc. of metal",8308 HS92,$21.4M,$1.62B,1.13,Metals,21.4,1620,1.62,8308,2004,0.60572886
"Stoppers, caps and lids of metal",8309 HS92,$12.2M,$3.06B,0.292,Metals,12.2,3060,3.06,8309,2004,0.43872863
Wire etc. used for welding,8311 HS92,$7.31M,$1.78B,0.307,Metals,7.31,1780,1.78,8311,2004,0.6574138
Nuclear reactors and related equipment,8401 HS92,$1.35M,$3.34B,0.0293,Machinery,1.35,3340,3.34,8401,2004,1.6796369999999998
Steam boilers,8402 HS92,$19.3M,$2.48B,0.584,Machinery,19.3,2480,2.48,8402,2004,0.35425338
Central heating boilers,8403 HS92,$74.9M,$4.12B,1.32,Machinery,74.9,4120,4.12,8403,2004,0.87376326
Auxiliary parts for use with boilers,8404 HS92,$1.58M,$863M,0.135,Machinery,1.58,863,0.863,8404,2004,1.1934283
Water gas generators,8405 HS92,$6.25M,$586M,0.781,Machinery,6.25,586,0.586,8405,2004,0.2888478
Steam turbines,8406 HS92,$133M,$3.34B,2.89,Machinery,133,3340,3.34,8406,2004,1.0943857
Spark-ignition reciprocating internal combustion piston engines,8407 HS92,$5.18M,$30.7B,0.0122,Machinery,5.18,30700,30.7,8407,2004,1.5155358
Compression-ignition internal combustion piston engines,8408 HS92,$136M,$30.4B,0.325,Machinery,136,30400,30.4,8408,2004,1.5584296999999998
Parts suitable for use with spark-ignition engines,8409 HS92,$203M,$37.7B,0.392,Machinery,203,37700,37.7,8409,2004,1.2204093
"Hydraulic turbines, water wheels and regulators",8410 HS92,$40.1M,$670M,4.34,Machinery,40.1,670,0.67,8410,2004,0.18283471
Gas turbines,8411 HS92,$1.27B,$61.9B,1.5,Machinery,1270,61900,61.9,8411,2004,0.42784604
Other engines and motors,8412 HS92,$102M,$6.34B,1.18,Machinery,102,6340,6.34,8412,2004,1.2291393
Pumps for liquids,8413 HS92,$417M,$30.3B,1.01,Machinery,417,30300,30.3,8413,2004,1.6824418
"Pumps, compressors, fans, etc.",8414 HS92,$718M,$38.0B,1.41,Machinery,718,38000,38,8414,2004,0.9319323
Air conditioners,8415 HS92,$81.4M,$21.2B,0.282,Machinery,81.4,21200,21.2,8415,2004,0.60536057
Furnace burners,8416 HS92,$20.2M,$1.67B,0.906,Machinery,20.2,1670,1.67,8416,2004,1.7844319
Industrial furnaces,8417 HS92,$21.5M,$2.83B,0.567,Machinery,21.5,2830,2.83,8417,2004,1.0862206
"Refrigerators, freezers",8418 HS92,$42.2M,$23.9B,0.129,Machinery,42.2,23900,23.9,8418,2004,0.2361127
Equipment for temperature change of materials,8419 HS92,$788M,$19.6B,2.98,Machinery,788,19600,19.6,8419,2004,1.5158358
"Calendering or other rolling machines, other than for metals or glass",8420 HS92,$37.7M,$1.05B,2.65,Machinery,37.7,1050,1.05,8420,2004,1.4347683
Centrifuges,8421 HS92,$332M,$25.5B,0.957,Machinery,332,25500,25.5,8421,2004,1.7372991000000002
Dish washing machines,8422 HS92,$542M,$17.5B,2.28,Machinery,542,17500,17.5,8422,2004,1.2256778
Weighing machinery,8423 HS92,$118M,$2.49B,3.55,Machinery,118,2490,2.49,8423,2004,0.48976709999999996
Sprays and powder dispersers,8424 HS92,$264M,$10.7B,1.83,Machinery,264,10700,10.7,8424,2004,0.9891114
Pulleys and winches,8425 HS92,$38.1M,$3.17B,0.888,Machinery,38.1,3170,3.17,8425,2004,0.6942397
Ships' derricks; cranes,8426 HS92,$18.1M,$6.98B,0.192,Machinery,18.1,6980,6.98,8426,2004,0.3078524
Fork-lift trucks,8427 HS92,$13.7M,$9.03B,0.11,Machinery,13.7,9030,9.03,8427,2004,1.5847428999999997
Other lifting machinery,8428 HS92,$282M,$13.3B,1.56,Machinery,282,13300,13.3,8428,2004,1.858114
"Self-propelled bulldozers, excavators and road rollers",8429 HS92,$83.8M,$26.1B,0.237,Machinery,83.8,26100,26.1,8429,2004,0.5259568
"Other moving, excavating or boring machinery",8430 HS92,$31.4M,$5.68B,0.404,Machinery,31.4,5680,5.68,8430,2004,-0.26540214
Parts for use with hoists and excavation machinery,8431 HS92,$348M,$33.0B,0.768,Machinery,348,33000,33,8431,2004,1.1268479999999998
Machinery for soil preparation or cultivation,8432 HS92,$6.76M,$3.34B,0.148,Machinery,6.76,3340,3.34,8432,2004,0.6798849
Harvesting or agricultural machinery,8433 HS92,$23.3M,$9.67B,0.176,Machinery,23.3,9670,9.67,8433,2004,1.1203348999999998
Dairy machinery,8434 HS92,$20.4M,$1.31B,1.13,Machinery,20.4,1310,1.31,8434,2004,0.9486551999999999
Other agricultural machinery,8436 HS92,$15.8M,$3.00B,0.385,Machinery,15.8,3000,3,8436,2004,1.2109681
Machinery for processing grain,8437 HS92,$193M,$1.09B,13,Machinery,193,1090,1.09,8437,2004,-0.2052329
Machinery for the industrial preparation of food or drink,8438 HS92,$250M,$7.20B,2.55,Machinery,250,7200,7.2,8438,2004,0.5754227
Machinery for making paper,8439 HS92,$162M,$4.43B,2.71,Machinery,162,4430,4.43,8439,2004,1.2584683
Bookbinding machinery,8440 HS92,$198M,$1.16B,12.6,Machinery,198,1160,1.16,8440,2004,1.2588622999999999
Other machinery for making paper,8441 HS92,$461M,$4.29B,8.04,Machinery,461,4290,4.29,8441,2004,1.6079203000000002
Machinery for making printing components,8442 HS92,$114M,$2.02B,4.17,Machinery,114,2020,2.02,8442,2004,1.5162653
Printers and copiers,8443 HS92,$840M,$12.9B,4.82,Machinery,840,12900,12.9,8443,2004,1.7490122
Machines for preparing textile fibers,8445 HS92,$316M,$3.61B,6.55,Machinery,316,3610,3.61,8445,2004,0.38436458
Looms,8446 HS92,$235M,$2.20B,8.12,Machinery,235,2200,2.2,8446,2004,0.8188017
Knitting machines,8447 HS92,$168M,$3.07B,4.22,Machinery,168,3070,3.07,8447,2004,0.37901628
Auxiliary machinery for use with knitting and textile machines,8448 HS92,$533M,$4.53B,8.81,Machinery,533,4530,4.53,8448,2004,0.8966358
Household- or laundry-type washing machines,8450 HS92,$12.4M,$9.56B,0.0946,Machinery,12.4,9560,9.56,8450,2004,0.62934506
Machinery for processing fabrics,8451 HS92,$174M,$4.73B,2.84,Machinery,174,4730,4.73,8451,2004,0.88973063
Sewing machines,8452 HS92,$60.5M,$3.99B,1.28,Machinery,60.5,3990,3.99,8452,2004,0.058559152999999996
Machines used in metallurgy,8454 HS92,$115M,$2.22B,3.95,Machinery,115,2220,2.22,8454,2004,0.6885299
Metal-rolling mills,8455 HS92,$18.7M,$3.25B,0.426,Machinery,18.7,3250,3.25,8455,2004,0.6992229
Machines for working materials by laser and similar means,8456 HS92,$688M,$6.41B,7.93,Machinery,688,6410,6.41,8456,2004,2.2967925
Machining centers for working metal,8457 HS92,$195M,$5.39B,2.96,Machinery,195,5390,5.39,8457,2004,1.626206
Lathes for removing metal,8458 HS92,$175M,$4.36B,3.21,Machinery,175,4360,4.36,8458,2004,1.1773053
Machine tools for drilling by removing metal,8459 HS92,$120M,$2.97B,3.33,Machinery,120,2970,2.97,8459,2004,0.000498219
Machines with grinding stones for finishing metal,8460 HS92,$403M,$3.02B,10.2,Machinery,403,3020,3.02,8460,2004,0.7829581
Other machine tools for planing and cutting metals,8461 HS92,$106M,$1.65B,5.07,Machinery,106,1650,1.65,8461,2004,0.7229073
Machine tools for molding and forging metals,8462 HS92,$237M,$6.66B,2.81,Machinery,237,6660,6.66,8462,2004,0.6449828000000001
"Other machine tools for working metal, without removal",8463 HS92,$95.4M,$1.45B,5.16,Machinery,95.4,1450,1.45,8463,2004,0.90286386
Machine tools for working stone,8464 HS92,$130M,$3.73B,2.56,Machinery,130,3730,3.73,8464,2004,0.8120977
Machine tools for working wood,8465 HS92,$116M,$6.04B,1.58,Machinery,116,6040,6.04,8465,2004,1.4332538000000001
Parts and accessories for metal working machines,8466 HS92,$824M,$11.9B,5.19,Machinery,824,11900,11.9,8466,2004,1.8603707999999999
"Tools for hand working, pneumatic, hydraulic motors",8467 HS92,$91.0M,$5.97B,1.2,Machinery,91,5970,5.97,8467,2004,1.6685156000000003
Machinery for soldering,8468 HS92,$52.9M,$912M,4.35,Machinery,52.9,912,0.912,8468,2004,1.1542119
"Cash registers, calculators, etc.",8470 HS92,$22.1M,$3.79B,0.497,Machinery,22.1,3790,3.79,8470,2004,0.20445882
Computers,8471 HS92,$333M,$246B,0.103,Machinery,333,246000,246,8471,2004,0.96426564
Other office machines,8472 HS92,$72.2M,$5.85B,0.906,Machinery,72.2,5850,5.85,8472,2004,0.95264405
Parts and accessories for office machines,8473 HS92,$330M,$156B,0.169,Machinery,330,156000,156,8473,2004,0.71838933
Machinery for working minerals,8474 HS92,$101M,$8.69B,0.856,Machinery,101,8690,8.69,8474,2004,0.31843325
Machines for assembling electric lamps,8475 HS92,$15.7M,$2.12B,0.549,Machinery,15.7,2120,2.12,8475,2004,1.4767101999999999
Automatic goods-vending machines,8476 HS92,$33.4M,$1.43B,1.73,Machinery,33.4,1430,1.43,8476,2004,0.23208922
Machinery for working rubber or plastics,8477 HS92,$635M,$17.5B,2.8,Machinery,635,17500,17.5,8477,2004,1.8887341
Machinery for preparing tobacco,8478 HS92,$8.13M,$1.45B,0.405,Machinery,8.13,1450,1.45,8478,2004,-0.23214604
Machines n.e.c.,8479 HS92,$1.72B,$51.7B,2.47,Machinery,1720,51700,51.7,8479,2004,1.9089897
Molding boxes for metal foundry,8480 HS92,$357M,$11.3B,2.46,Machinery,357,11300,11.3,8480,2004,1.669616
Appliances for thermostatically controlled valves,8481 HS92,$851M,$35.8B,1.77,Machinery,851,35800,35.8,8481,2004,1.5342723
Ball or roller bearings,8482 HS92,$84.9M,$16.7B,0.373,Machinery,84.9,16700,16.7,8482,2004,0.8858135
Transmission shafts,8483 HS92,$392M,$23.2B,1.24,Machinery,392,23200,23.2,8483,2004,1.751726
Gaskets and similar joints of metal sheeting,8484 HS92,$13.4M,$1.94B,0.519,Machinery,13.4,1940,1.94,8484,2004,1.4446033999999999
"Machinery parts, not containing electrical features, n.e.c.",8485 HS92,$82.9M,$5.95B,1.04,Machinery,82.9,5950,5.95,8485,2004,1.4181176000000002
Electric motors and generators,8501 HS92,$619M,$24.7B,1.87,Electronics,619,24700,24.7,8501,2004,0.74152863
Electric generating sets and rotary converters,8502 HS92,$158M,$9.11B,1.27,Electronics,158,9110,9.11,8502,2004,0.8574933000000001
Parts for use with electric generators,8503 HS92,$196M,$9.07B,1.61,Electronics,196,9070,9.07,8503,2004,0.8232068000000001
Electrical transformers,8504 HS92,$563M,$39.1B,1.12,Electronics,563,39100,39.1,8504,2004,0.39426193
Electromagnets,8505 HS92,$96.5M,$4.48B,1.64,Electronics,96.5,4480,4.48,8505,2004,0.27661020000000003
Primary cells and primary batteries,8506 HS92,$132M,$5.58B,1.8,Electronics,132,5580,5.58,8506,2004,0.09111323
Batteries,8507 HS92,$66.3M,$14.9B,0.34,Electronics,66.3,14900,14.9,8507,2004,0.36456075
Vacuum cleaners,8508 HS92,$686M,$8.41B,5.99,Electronics,686,8410,8.41,8508,2004,1.42563
Electromechanical domestic appliances,8509 HS92,$47.6M,$9.83B,0.358,Electronics,47.6,9830,9.83,8509,2004,1.1584891000000002
Electric shavers and hair clippers,8510 HS92,$12.1M,$2.15B,0.418,Electronics,12.1,2150,2.15,8510,2004,0.90130365
Electrical ignition equipment,8511 HS92,$27.3M,$10.5B,0.19,Electronics,27.3,10500,10.5,8511,2004,0.95576566
Electrical lighting equipment used for motor vehicles,8512 HS92,$24.5M,$10.2B,0.185,Electronics,24.5,10200,10.2,8512,2004,1.5717633999999998
Portable electric lamps,8513 HS92,$3.49M,$1.25B,0.217,Electronics,3.49,1250,1.25,8513,2004,-0.8247574
Industrial electric furnaces,8514 HS92,$72.4M,$3.92B,1.37,Electronics,72.4,3920,3.92,8514,2004,1.5711919
Electric soldering machines,8515 HS92,$426M,$7.60B,4.2,Electronics,426,7600,7.6,8515,2004,1.7636851999999998
Electric heaters,8516 HS92,$369M,$22.3B,1.22,Electronics,369,22300,22.3,8516,2004,0.47090740000000003
Telephones,8517 HS92,$238M,$61.7B,0.294,Electronics,238,61700,61.7,8517,2004,0.75008327
Microphones,8518 HS92,$32.7M,$14.6B,0.173,Electronics,32.7,14600,14.6,8518,2004,0.24660732
Sound reproducing apparatus,8519 HS92,$4.35M,$5.57B,0.0594,Electronics,4.35,5570,5.57,8519,2004,0.38813132
Video recording apparatus,8521 HS92,$42.3M,$43.4B,0.073,Electronics,42.3,43400,43.4,8521,2004,0.29835242
Parts and accessories for video or sound equipment,8522 HS92,$15.0M,$9.88B,0.121,Electronics,15,9880,9.88,8522,2004,0.2416248
Sound storage media,8523 HS92,$32.2M,$15.5B,0.19,Electronics,32.2,15500,15.5,8523,2004,1.1245771999999998
"Tapes, cassettes, records and compact disks",8524 HS92,$242M,$22.5B,0.814,Electronics,242,22500,22.5,8524,2004,0.99928856
"Transmission apparatus for radio, telephone and TV",8525 HS92,$369M,$116B,0.24,Electronics,369,116000,116,8525,2004,1.3652921999999998
Radar,8526 HS92,$94.0M,$6.57B,1.15,Electronics,94,6570,6.57,8526,2004,1.0695636999999998
Reception apparatus for radio broadcasting,8527 HS92,$32.1M,$18.9B,0.127,Electronics,32.1,18900,18.9,8527,2004,0.42596069999999997
Monitors and projectors,8528 HS92,$18.6M,$47.7B,0.0296,Electronics,18.6,47700,47.7,8528,2004,0.50706273
"Parts of radios, telephones, and T.V.s",8529 HS92,$111M,$63.3B,0.135,Electronics,111,63300,63.3,8529,2004,0.94720584
Electric signal and traffic controls,8530 HS92,$42.4M,$1.31B,2.36,Electronics,42.4,1310,1.31,8530,2004,1.195851
Electric sound or visual signaling apparatus,8531 HS92,$188M,$16.4B,1.01,Electronics,188,16400,16.4,8531,2004,0.25643720000000003
Electrical capacitors,8532 HS92,$55.3M,$15.6B,0.281,Electronics,55.3,15600,15.6,8532,2004,0.9022209999999999
Electrical resistors,8533 HS92,$27.5M,$6.09B,0.363,Electronics,27.5,6090,6.09,8533,2004,0.83049506
Electronic printed circuits,8534 HS92,$207M,$22.4B,0.85,Electronics,207,22400,22.4,8534,2004,0.67752546
Electrical apparatus for > 1k volts,8535 HS92,$319M,$5.03B,4.69,Electronics,319,5030,5.03,8535,2004,0.8341036000000001
Electrical apparatus for < 1k volts,8536 HS92,$1.15B,$49.2B,1.76,Electronics,1150,49200,49.2,8536,2004,0.8161465
Electrical boards,8537 HS92,$319M,$17.9B,1.31,Electronics,319,17900,17.9,8537,2004,0.98442173
Parts for electrical apparatus,8538 HS92,$423M,$16.9B,1.88,Electronics,423,16900,16.9,8538,2004,0.9669607
Electrical filament,8539 HS92,$33.2M,$12.4B,0.198,Electronics,33.2,12400,12.4,8539,2004,1.1140472
"Thermionic, cold cathode or photocathode tubes",8540 HS92,$9.87M,$14.2B,0.0515,Electronics,9.87,14200,14.2,8540,2004,0.7996890999999999
Semiconductor devices,8541 HS92,$263M,$43.0B,0.496,Electronics,263,43000,43,8541,2004,0.35146746
Electronic integrated circuits,8542 HS92,$725M,$278B,0.221,Electronics,725,278000,278,8542,2004,1.0967113000000002
Electrical machines with individual functions n.e.c.,8543 HS92,$395M,$21.3B,1.39,Electronics,395,21300,21.3,8543,2004,0.97939867
Insulated electrical wire,8544 HS92,$404M,$48.1B,0.626,Electronics,404,48100,48.1,8544,2004,-0.49518806
Carbon articles for eletrical purposes,8545 HS92,$9.09M,$2.75B,0.242,Electronics,9.09,2750,2.75,8545,2004,0.70803684
Electrical insulators of any material,8546 HS92,$44.5M,$1.49B,2.19,Electronics,44.5,1490,1.49,8546,2004,0.73397493
Insulating fittings for electrical machines,8547 HS92,$83.5M,$2.85B,2.15,Electronics,83.5,2850,2.85,8547,2004,0.95191026
Waste and scrap of batteries,8548 HS92,$12.8M,$4.88B,0.206,Electronics,12.8,4880,4.88,8548,2004,1.0619023
Electric trains,8601 HS92,$26.3M,$648M,2.96,Vehicles,26.3,648,0.648,8601,2004,1.3056878
Other rail locomotives,8602 HS92,$3.66M,$1.54B,0.171,Vehicles,3.66,1540,1.54,8602,2004,0.34571084
Self-propelled railway coaches,8603 HS92,$120M,$3.35B,2.59,Vehicles,120,3350,3.35,8603,2004,2.0812456999999998
